VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE,VCL_MODL,REPAIR_EXPENSES,ISSUE_CATEGORY,SOLUN_ACTN_CATEGORY
3HNKBHRS8SS220860,13029,tech duplicated c-c. found there to be a defect in the leather wrap on the top of the steering wheel. recommend replacing steeringwheel to fix concern. tech replaced steering wheel.,-c/c back of the steering wheel has a bump that catches the hand whene ver you steer the wheel - parts in sor m19630,01-15-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Crossover SUV,4 Door Utility,C1UC,RAM,MX,PremiumAuto Traders,SUMMERSIDE,14-87095/121126,UrbanPeak Auto,SUMMERSIDE,PE,1,C1N4T8,7,"12,782",0-0890,T03.6151,CA,14,FE9,FTB,130,FREG,249.69,457.225,61.57,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3V,"BYT 9 SPD, 9T65, GEN 1",37749264,W2212292JDRX0490,822972980.0,22212299CKBP2994,2809172799,4,N,1NR26,2LT,16.0,0,1,"1NR26, 2LT",518.7950000000001,Component Loose Fitting,Repaired
1HR49SE7XRF103023,13026,"inspected steering wheel, found leather peeling at bottom ofsteering wheel due to failed adhesive, replaced steering wheel",cust states steering wheel materuial delamination at bottom,01-15-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,UrbanDrive Sales,WEST CHESTER,13-18721/318683,Redwood Car Traders,BRIDGETON,NJ,1,83021210,10,"29,910",0-0890,D06.6230,US,48,NE1,FUM,130,FREG,487.54,487.54,71.41,L8T,"GAS, 8 CYL, 6.6L, SIDI, VVT, CAST IRON",MKM,"BYT 10 SPD, RWD 4.54 1ST, 2.86 2ND, 2.06 3RD, 1.7 1 4TH, 1.48 5TH, 1.26 6TH, 1.00 7TH, 10L",2127157,T2210924MGUX2424,8042172.0,Y0210881MSFX0080,2809417819,4,Y,TF20743,2500,10.0,0,1,"TF20743, 2500",558.95,Component Loose Fitting,Component Replaced
3HRFFEE82RH175165,13029,replace steering wheel assembly check operation ok pra # 496439500000,"customer states steering wheel does not heat, button pushed and turns off immediately, parts ordered.",01-16-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,Nova Car Dealership,ROSEVILLE,11-44425/117433,MetroDrive Auto Sales,MANKATO,MN,1,560015400,2,"1,996",0-0310,T03.0354,US,48,FE9,FTB,130,FREG,511.39,511.39,72.57,LZ0,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, ALUM, CSS50V, VAR. 2",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2212994M8UX0120,287827.0,S1211071CNJX2104,2809889290,4,N,TF10743,1500,10.0,0,1,"TF10743, 1500",583.96,Component Loose Fitting,Component Replaced
3HCND9ED5SH144160,13027,replaced steering wheel.,steering wheel strings loose .,01-16-2024,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Trucks,Single Cab,T1RCF,SIL,MX,CityWide Motors,KUWAIT CITY,72-32325/122620,BlueRidge Motors,KUWAIT CITY,,4,,4,"4,421",0-0312,,KW,72,,FTB,130,FREG,297.03,297.03,20.0,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",812040194,A2221281MF1X2447,287827.0,S2221212CKJX0718,2809421088,4,N,CF10703,1500,15.0,0,4,"CF10703, 1500",317.03,Component Loose Fitting,Component Replaced
1HYKSSRL1RZ101481,13039,removed and replaced steering wheel,customer states the steering wheel is bubbling on inside lef t side,01-16-2024,WHEEL ASM-STRG *BACKEN BLACKK,Steering Wheel Replacement,BEV,4 Door Utility,L233,SHT,US,GrandView Autos,SMITHTOWN,13-02015/169651,SwiftRoad Car Sales,BAY SHORE,NY,1,117061211,7,"7,199",0-0312,J00.0017,US,12,NE1,FF6,130,FREG,737.49,737.49,84.22,EN0,NONE,MF1,NONE,,,,,2809907807,16,Y,6MB26,Tech-2,10.0,0,1,"6MB26, Tech-2",821.71,Component Loose Fitting,Component Replaced
1HR49REY4SF251024,13029,inspected and confirmed steering wheel leather coming apart. submitted pra and was approved. necessary to remove andreplacesteeringwheel pra# 495602900000,c/s: cust states leater at the bottom of the steering wheele is coming apart please see history for approved pra onpreviousropra#495602900000,01-16-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,AutoMax Traders,JACKSONVILLE,11-29473/309845,Vanguard Auto Group,SAINT AUGUSTINE,FL,1,320864239,10,"22,629",0-0310,D06.6385,US,48,FE9,FTB,130,FREG,521.02,521.02,90.02,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R2210481MRAX0489,8042172.0,Y0222780MKFX0277,2809880890,8,N,TF20743,2500,18.0,0,1,"TF20743, 2500",611.04,Component Loose Fitting,Component Replaced
3HCFDFED5SH364828,13030,removed and replaced heated steering wheel module. clear codes recheck ok. heated steering wheel now operating as designed.2400---------.6 diag------------1.0,customer states steering heating button turns off after 1 minute and cannot be turn back on - check and advise,01-16-2024,N/A,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,Horizon Auto Sales,VENTURA,13-20488/318645,IronClad Wheels,VENTURA,CA,1,930038585,1,697,0-0890,T05.3386,US,13,YF5,FUC,2400,FREG,330.16,468.16,330.16,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",812040194,A2212791MF1X2247,287827.0,S1212242CKJX0982,2809782877,2,N,CF10543,1500,18.0,0,1,"CF10543, 1500",798.32,Other,Component Replaced
2HC4YSEY1S1701193,13030,replaced heated steering wheel module. verified proper operation,customer states heated steering wheel inop sop here,01-16-2024,MODULE ASM-STRG WHL HT CONT,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1CCH,OS2,CA,Liberty Lane Motors,COTTONDALE,13-08499/193576,LegacyAuto Traders,COTTONDALE,AL,1,354534327,12,"26,487",0-0890,D06.6385,US,13,,FTB,2400,FREG,227.2,227.2,131.06,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R1222721MRAX0207,8042172.0,Y0222910MKFX0172,2809784288,2,N,CF20743,2500,23.0,0,1,"CF20743, 2500",358.26,Component Loose Fitting,Component Replaced
1HKS2JKL9MR285352,13030,wheel coming apart at stitching. replace steering wheel 0130 0.4 pr a attach #483410100000,customer states that the steering wheel cover is coming apart.,01-17-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1YGF,ARL,US,Redline Autos,SIGNAL HILL,11-46346/118677,CrystalPeak Motors,SIGNAL HILL,CA,1,907551909,35,"28,635",0-0890,T06.2375,US,48,YF5,FUF,130,FREG,519.97,519.97,86.57,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MQC,"BYT 10 SPD, 10R80, ATSS, ETRS, CPA, GEN 2",249196973,K2220292CU8X1719,287827.0,S2220492CFJX2190,2809782194,4,N,TF10906,1500,10.0,0,1,"TF10906, 1500",606.54,Component Loose Fitting,Component Replaced
1HNSKRKD0RR120386,13030,"accessed, removed and replaced the steering wheel with all other related new seals gaskets and/or non-reusable hardware andreinstalled all components removed for repairs in the reverse order of removal. the system is now operating as designed.,0130",steering wheel damaged in transit - tear/rip on right hand side above hand controls for dic - reference pdi ro where damage wascaught ro is 567382,01-17-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1UCF,ARL,US,Velocity Car Sales,SAINT CLOUD,13-04248/111492,RedRock Auto Co.,SAINT CLOUD,MN,1,563013832,0,3,0-0890,T05.3386,US,13,FE9,FTB,130,FREG,411.41,411.41,62.06,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2211181MF1X0909,287827.0,S2211222CKJX2978,2809712980,6,Y,CF10706,1500,10.0,0,1,"CF10706, 1500",473.47,Component Loose Fitting,Repaired
1HCFDEER5NZ580922,13026,tech 573 replaced heated steering wheel module,heated steering wheel inop,01-17-2024,MODULE ASM-STRG WHL HT CONT,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,EliteCar Dealership,CRANBROOK,14-82077/120490,PrestigeCar Sales,CRANBROOK,BC,1,V1C3T1,10,"35,617",0-0310,,CA,14,FE9,FTB,2400,FREG,270.52,284.04,206.58,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2222782CVCX0429,17749294.0,R2222781CNJX0092,2809492491,2,N,CF10543,1500,16.0,0,1,"CF10543, 1500",490.62,Component Loose Fitting,Component Replaced
1HRS9EED3MZ313803,13035,tested and verified heated steering wheel inop. light turns on but whe el will not get warm. checked for codes- no codes. checkedfor bulleti ns - none related. tested as per si diagnosis - internal heating eleme nt has failed. will need to replace steeringwheel. submitted pra and got approval for wheel replacement. replaced steering wheel and tested - all ok. pra auth code-496425100000 loc 0130 (base+diag),inspect and advise........heated steering wheel is non-opp.,01-18-2024,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,Silvercrest Autos,SURREY,14-81004/234107,TitanDrive Motors,ABBOTSFORD,BC,1,V2T5M1,32,"45,624",0-0310,T05.3386,CA,14,FE9,FTB,130,FREG,423.92,445.12,74.2,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",2127157,T2222012CU7X2279,17749294.0,R2222042BKJX0249,2820049088,6,N,TF10543,1500,10.0,0,1,"TF10543, 1500",519.32,Component Loose Fitting,Component Replaced
2HCFDEED4R1147650,13030,"removed air bag, replaced steering wheel, reinstalled airbag. no further action required","customer states the steering wheel is peeling, reference previous repair order 6140479, manager submitted for preauthorization and received approval code 493245700000",01-18-2024,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,OS2,CA,MetroAuto Traders,STILLWATER,13-05361/112424,DreamCar Auto Sales,STILLWATER,OK,1,740741552,3,"4,566",0-0890,T05.3330,US,13,FE9,FTB,130,FREG,500.38,500.38,74.99,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2212844MGSX0749,17749294.0,R2212822CKJX0791,2809788409,4,Y,CF10543,1500,34.0,0,1,"CF10543, 1500",575.37,Poor Quality Component,Repaired
1HR49XEY0RF190021,13028,necessary to replace steering wheel spoke cover and retest. ok,steering wheel trim as per last repair order,01-18-2024,APPLIQUE ASM-STRG WHL TR SPOKE CVR *JET BLACK,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,Riverside Motors,LAKE CHARLES,48-51076/308210,SummitStar Motors,LAKE CHARLES,LA,1,706073232,5,"10,261",0-0890,D06.6385,US,48,FE9,FTB,50,FREG,315.63,403.63,86.79,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R4212824JFHX0082,8042172.0,Y0212221MKFX0187,2809929908,2,N,TF20743,2500,18.0,1,1,"TF20743, 2500",490.42,Component Loose Fitting,Component Replaced
1HR19SEY5RF265525,13054,"diagnosis of open circuit inside wheel. replace steering wheel ( 0130 .3+ .4= .7 hrs ),steering wheel replacement gm preauth# 498654000000","check and report steering wheel only stays luke warm, and doesnt work after 5 min or so-it won't turn on",01-19-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,Sterling Auto Group,WINNIPEG,14-95298/171152,VelocityEdge Auto,MISSISSAUGA,ON,1,L4W2M7,1,"9,021",0-0310,D06.6375,CA,14,FE9,FTB,130,FREG,405.29,457.98,83.26,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R2212894JFHX0788,8042172.0,Y0212891MKFX2099,2822999949,4,N,TF20743,2500,23.0,0,1,"TF20743, 2500",541.24,Component Loose Fitting,Component Replaced
1HCFYEEL0NZ210174,13056,remove and replace steering wheel due to leather defect.,steering wheel leather is loose on bottom,01-20-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,Sapphire Auto Sales,GRAND RAPIDS,13-44044/115181,TruePeak Motors,GRAND RAPIDS,MI,1,495121613,23,"35,452",0-0316,T06.2375,US,13,FE9,FTB,130,FREG,259.93,787.93,66.47,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",2127157,T2220122JW4X0820,17749294.0,R2220182XKJX0922,2820898281,6,Y,CF18543,1500,37.0,0,1,"CF18543, 1500",854.4,Component Loose Fitting,Component Replaced
1HCFDEED0NZ543303,13030,removed and replaced steering wheel assembly.,c/s: client states steering wheel pulling apart install sopsteering wheel pre auth in history,01-22-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,PowerDrive Motors,NEW CASTLE,13-15248/260637,Sterling Auto Traders,NEW CASTLE,DE,1,197203125,15,"35,201",0-0312,T05.3386,US,13,NE1,FUC,130,FREG,514.0,514.0,77.1,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2222122JW9X0288,17749294.0,R2220972CKJX0987,2809777780,4,N,CF10543,1500,15.0,0,1,"CF10543, 1500",591.1,Component Loose Fitting,Component Replaced
1HCRYDED2NZ208869,13037,test drove and confirmed customer complaint brought in scanned and che cked bulletins require more time to remove air bag andlookat steerin g wheel auth c. j. 1327 jan 23 2023 st approx 1.0 disabled srs system removed air bag and steering wheel foundsteeringwheel is off center repaired splines in order to get steering wheel lined up lined steerin g wheel up with where steeringwheel iskeyed put back on torqued to s pecification put air bag back test drove and confirmed steering wheel is now strait not asstraiton some roads depending on road crown,"customer reports after heated steering wheel retrofit, steering wheel is off centre now. check and advise / /",01-23-2024,N/A,Steering Wheel Replacement,Full-Size Trucks,Extended Cab,T1ECF,FTW,US,Summit Ridge Autos,KELOWNA,14-81160/292281,NovaCar Sales,KELOWNA,BC,1,V1X4H8,23,"26,802",0-0315,T05.3386,CA,14,FE9,FTB,130,FREG,121.88,127.98,127.98,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQE,"BYT 8 SPD, 8L90, ATSS, CPA, GEN 1",2127157,T2220422JW9X0999,8042172.0,C2241802XNLX0099,2809889909,6,Y,CF18753,1500,18.0,0,1,"CF18753, 1500",255.96,Component Loose Fitting,Other
5HAERBKW0LJ197079,13033,replaced steering wheel,c.s steering wheel stitching seems to be coming apart on top right han d corner,01-23-2024,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Crossover SUV,4 Door Utility,C1YB,DEL,US,Golden Peak Motors,HOUSTON,11-45870/322530,Crestline Auto Co.,HOUSTON,TX,1,770653605,49,"39,870",0-0890,LGMXT03.6151,US,11,FE9,FTB,130,FREG_POL,200.0,200.0,68.86,LFY,"GAS, 6 CYL, V6, 3.6L, SIDI, DOHC, ATSS, GEN 1+",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",K,291800792,8042172.0,22291809FKBY0282,2809912981,6,Y,4NB56,Essence,10.0,0,1,"4NB56, Essence",268.86,Component Loose Fitting,Component Replaced
1HYKSDRS0SZ164445,13033,pre approval number 496720400000 heated steering wheel light not worki ng trace to faulty light in switch replace steering wheel.,customer states installed steering wheel,01-24-2024,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Global Crossover Vehicles,4 Door Utility,C1TL,SHT,US,Crown Auto Sales,WILMINGTON,12-22145/119070,GoldenGate Motors,WILMINGTON,DE,1,198064018,9,"9,090",0-0310,T03.6151,US,12,NE1,FUC,130,FREG,1712.85,457.225,81.85,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",37749264,W2222842MSTX0042,822972980.0,22221282SKBP2184,2809970894,6,N,6NW26,Premium Luxury,10.0,0,1,"6NW26, Premium Luxury",539.075,Component Loose Fitting,Component Replaced
1H1JD5SB0L4142407,13039,replace steering wheel sop ordered on ro 412613,cs the steering wheel is pealing and separating-install sop refer to ro 412613,01-25-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Global Gamma Vehicles,4 Door Sedan,G1SC,ORI,US,Highlander Auto Sales,WEST MIFFLIN,13-13143/113496,LuxeLine Auto,WEST MIFFLIN,PA,1,151222555,39,"9,109",0-0890,LGMXV01.4099,US,13,NE1,FUB,130,FREG_POL,412.41,412.41,62.4,LUV,"GAS, 4 CYL, 1.4L, MFI, DOHC, TURBO, VVT, ALUM, GME E85 MAX",MH8,"BYT 6 SPD, HMD, X23F",5,0292F0482,249299971.0,928ZGWK0222A0928,2820019979,8,Y,1JV69,LT(Automatic),10.0,0,1,"1JV69, LT(Automatic)",474.81,Component Loose Fitting,Component Replaced
1HYKN9RS3NZ156257,13034,"steering wheel cover replacement part in backorder, order control 36683082",steering wheel molding came off,01-25-2024,COVER-STRG WHL SPOKE *HI GLOSS V-C,Steering Wheel Spoke Cover Replacement,Global Crossover Vehicles,4 Door Utility,C1UL,SHT,US,Classic Car Traders,QUERETARO QUERETARO,23-05528/211854,Riverstone Car Sales,LEON,GJ,1,37120,13,"29,915",0-0890,DUMMI,MX,23,FE9,FTB,50,FREG,828.34,960.87,22.93,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",37749264,W2220922JDRX0189,822972980.0,22220842SKBP2444,2820029101,4,Y,6NJ26,Export Only,,0,1,"6NJ26, Export Only",983.8,Component Loose Fitting,Component Replaced
1HRS9EED9MZ268771,13037,replaced steering wheel assembly. customer to pay warranty deductible,"c/s the steering wheel is peeling in some areas. customer request assi stance to replace steering wheel. approved, sop here",01-25-2024,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,TrueDrive Motors,TAMPA,11-40142/318112,PrimeEdge Motors,CLEARWATER,FL,1,337646513,35,"80,805",0-0312,T05.3386,US,48,FE9,FTB,130,FREG_POL,143.68,143.68,70.76,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",2127157,T2220982CU7X0748,17749294.0,R2220912BKJX0288,2809914920,8,Y,TF10543,1500,10.0,0,1,"TF10543, 1500",214.44,Poor Quality Component,Component Replaced
1HKS2JKL7SR422793,13033,replaced steering wheel,"cust states the stitching on steering wheel is loose, please check and advise.",01-26-2024,WHEEL ASM-STRG *FAWN,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1YGF,ARL,US,Blackstone Auto Co.,TAYLOR,11-88570/298121,Platinum Peak Auto,TAYLOR,MI,1,481804639,5,"12,323",0-0310,T06.2375,US,48,FE9,FTB,130,FREG,963.92,963.92,56.55,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212971MFYX0212,287827.0,S2212922CKJX2091,2820007922,4,N,TF10906,1500,21.0,0,1,"TF10906, 1500",1020.4699999999999,Component Loose Fitting,Component Replaced
1HYKNHRS5NZ163005,13034,replaced cover,customer state bezel on steering wheel is coming apart. part ordered a nd in stock for install,01-26-2024,COVER-STRG WHL SPOKE *HI GLOSS V-C,Steering Wheel Spoke Cover Replacement,Global Crossover Vehicles,4 Door Utility,C1UL,SHT,US,Platinum Wheelers,FAIRFIELD,12-20802/117233,SilverRidge Motors,FAIRFIELD,OH,1,450144205,16,"26,760",0-0890,T03.6151,US,12,FE9,FTB,50,FREG,697.51,697.51,65.86,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",37749264,W2220982JDRX0999,822972980.0,22220922SKBP2889,2820229149,2,N,6NJ26,Sport,15.0,0,1,"6NJ26, Sport",763.37,Component Loose Fitting,Component Replaced
3HCFYHED7NH206711,13034,"replaced steering wheel and retested operation, verified all steering wheel switches operating as intended. 19547-19550 mt","customer states that the cruise control is not working, customer states that they will enable the cruise control using the buttonbut the vehicle will not hold the speed. please advise ok part warranty refer to previous repair order 27724 1.16.24 @ 19373 miles.ok replacement of complete steering wheel vs. switch only replacement to ensure integrity of repair mike a. 1.26.24 @ 11:04 am prasubmitted and apporved for replacement of steering wheel pra # 496887800000 mike a. 1.26.24 @ 11:48 am ok r authorization forrepeat repair, part concern no tech error mike a.",01-26-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,PrimeAuto Dealership,ESCONDIDO,13-20322/114691,WestBay Auto Traders,TEMECULA,CA,1,925914602,21,"31,458",0-0310,T05.3386,US,13,YF5,FUC,130,FREG,250.47,250.47,77.69,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQE,"BYT 8 SPD, 8L90, ATSS, CPA, GEN 1",812040194,A2220292JW9X2202,828298448.0,S2220212XNL20712,2820202794,4,N,CF18543,1500,10.0,0,1,"CF18543, 1500",328.15999999999997,Failure,Component Replaced
1H1FW6S02N4102661,13054,replace heated steering module,heated volan devarque by itself intermittent customer must return them,01-26-2024,MODULE ASM-STRG WHL HT CONT,Heated Steering Wheel Module Replacement,Global Gamma,4 Door Sedan,C110,ORI,US,Blue Ridge Motors,TROIS-RIVIERES,14-86590/120963,SunsetDrive Motors,BERTHIERVILLE,PQ,1,J0K1A0,31,"59,355",0-0621,V00.0002,CA,14,FE9,FT7,2400,FREG,108.35,124.57,102.14,EN0,NONE,MMF,"BYT, ELECTRIC, GM, GEM, GEN 2, DRIVE UNIT, X68F",,,,,2822027490,2,N,1FB48,1LT,10.0,0,1,"1FB48, 1LT",226.70999999999998,Poor Quality Component,Component Replaced
1HYFZFR46SF102560,13034,"installed steering wheel from last visit, tested all functions, everything is fine now",#update#customer states vehicle's steering wheel was smoking out of theright side of wheel and after steering wheel heater was shutoff smoking stopped. please check and advise.c/s: sop install parts here per drew h. - history ro 431014 - steering wheel -customerto see rob c.,01-26-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,GLOBAL EPSILON II,4 Door Utility,E2UL,FAI,US,Crestview Auto Sales,RENO,11-47777/319306,EagleWing Auto Sales,RENO,NV,1,895022018,16,"24,304",0-0310,T02.0500,US,12,,FUG,130,FREG,394.32,394.32,201.15,LSY,"GAS, 4 CYL, L4, 2.0L, SIDI, DOHC, VVT, ALUM, TURB O, VAR 3",M3H,"BYT 9 SPD, 9T50, ETRS GEN 1",830107152,N2222722JUHX0782,822972980.0,22222412IRBP0492,2820282072,6,Y,6ZE26,Sport,10.0,0,1,"6ZE26, Sport",595.47,Component Loose Fitting,Repaired
1H1FZ6S01N4111553,13043,diagnose heated steering wheel does not get warm with no codes setting . test and found button lights when depressed and goes offright away. verify fuse f26da is getting power. remove airbag assembly and verify power to heated steering module. dissasemlbeand test circuits for st eering wheel heater and found heater circuit open. reassemble and orde r new steering wheel assembly.install new steering wheel at 2nd visit and verify proper operation.,customer states heated steering wheel is not working,01-26-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Global Gamma,4 Door Sedan,C121,ORI,US,NorthStar Motors,LANCASTER,13-15446/292145,RoadKing Car Traders,LANCASTER,PA,1,176010000,17,"40,734",0-0890,V00.0002,US,13,NE1,,130,FREG,579.72,603.59,191.16,EN0,NONE,MMF,"BYT, ELECTRIC, GM, GEM, GEN 2, DRIVE UNIT, X68F",,,,,2820027898,6,Y,1FG48,Premier,10.0,0,1,"1FG48, Premier",794.75,Failure,Repaired
1H1FZ6S08N4104213,13081,"c-s super cruise inop. verified super cruise is inop. scan dtc's. b290 a flow chart doc id #4862361 - verified no other dtc's setinactive s afety control module, and has communication. cleared dtc. dtc b290a re sets. replace steering wheel. clear dtc testdrove.no dtcs setting at this time. cruise is working. not in an area for supercruise. diagnos is on ro 142670",customer states supercruise does not work. diagnose and advise.,01-27-2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Global Gamma,4 Door Sedan,C121,ORI,US,Titan Auto Traders,VILLA PARK,13-11109/172215,NovaDrive Motors,VILLA PARK,IL,1,601813509,19,"24,507",0-0310,V00.0002,US,13,FE9,FT7,130,FREG,1655.49,1656.85,151.92,EN0,NONE,MMF,"BYT, ELECTRIC, GM, GEM, GEN 2, DRIVE UNIT, X68F",,,,,2822884894,6,Y,1FG48,Premier,10.0,1,1,"1FG48, Premier",1808.77,Other,Component Replaced
